brand,model,model_year,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Lexus,LS 460 L,2014,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,30000.00
Ford,Expedition Platinum,2019,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,None reported,Yes,45500.00
Chevrolet,Malibu LTZ,2010,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,8950.00
Audi,RS 7 4.0T quattro,2023,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,128900.00
Audi,A5 2.0T Premium Plus,2015,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,17000.00
Genesis,G70 2.0T,2023,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,None reported,Yes,42850.00
Chevrolet,Trailblazer LS,2021,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,None reported,,22999.00
Scion,tC Base,2013,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,7100.00
Lincoln,MKZ Hybrid Base,2014,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,15500.00
Ford,Transit-350 XL,2018,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,43000.00
Porsche,911 GT2 RS,2018,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,417500.00
Ford,Explorer Timberline,2021,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,,39951.00
Volvo,XC90 3.2,2011,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500.00
Chevrolet,Avalanche LTZ,2013,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,27499.00
Audi,TT RS 2.5T,2018,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,76000.00
Lincoln,Navigator L,2008,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10900.00
Hyundai,Elantra GLS,2010,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,6250.00
Audi,SQ5 3.0T Premium Plus,2016,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24700.00
Mitsubishi,Lancer Evolution GSR,2012,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,34999.00
Tesla,Model Y Performance,2023,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,60000.00
Mercedes-Benz,Maybach S S 600,2016,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,63500.00
Nissan,GT-R Premium,2017,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,149500.00
Mercedes-Benz,GLS 550 Base 4MATIC,2018,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,,44798.00
Chevrolet,Blazer Premier,2019,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,,34562.00
Mazda,CX-9 Grand Touring,2021,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,32541.00
Ford,Expedition Max Limited,2022,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,65900.00
Nissan,Titan XD SV,2020,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None reported,Yes,47214.00
Lexus,LX 570 Three-Row,2019,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,76900.00
Chevrolet,Traverse Premier,2020,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,35800.00
Mercedes-Benz,Sprinter High Roof,2014,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,54999.00
BMW,X5 3.0i,2004,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,6730.00
Ford,Fusion SE,2018,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,14950.00
Lincoln,MKZ Base,2015,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,12000.00
Ford,GT,2005,Gasoline,5.4 Liter SC DOHC,Manual,White,–,None reported,,429998.00
Genesis,G90 5.0 Ultimate,2017,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,33600.00
Lexus,LC 500 Base,2022,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,,99950.00
Ford,Shelby GT500 Base,2014,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,None reported,,61900.00
Saturn,Sky Base,2008,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,None reported,Yes,18500.00
Audi,RS Q8 4.0T quattro,2022,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,119900.00
Toyota,Land Cruiser,2016,Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,,65998.00
Mercedes-Benz,SL-Class SL 550,2013,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,36000.00
Porsche,911 Carrera C2S,2005,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,63500.00
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000.00
Ford,Taurus X Limited,2008,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,3900.00
BMW,440 Gran Coupe i,2018,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,31750.00
Honda,S2000 CR,2008,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,28500.00
Acura,Integra w/A-Spec Tech Package,2023,Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,None reported,,34998.00
Ford,Excursion Limited,2001,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,12749.00
Mercedes-Benz,SL-Class SL500 Roadster,2004,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18853.00
Mercedes-Benz,CLS-Class CLS 550,2007,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,104999.00
INFINITI,G35 Sport,2007,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,16900.00
Volkswagen,Golf GTI 2.0T S 4-Door,2016,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,14500.00
Dodge,Challenger R/T Scat Pack,2022,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,None reported,,53900.00
Lincoln,Navigator L Reserve,2019,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47999.00
Maserati,Ghibli S Q4,2015,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,,,24900.00
Tesla,Model X Base,2023,,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,93999.00
Mercedes-Benz,AMG G 63 Base,2018,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,108900.00
Ford,Expedition Limited,2018,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,,34998.00
Volkswagen,Routan SE,2012,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,5000.00
Bugatti,Veyron 16.4 Grand Sport,2011,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,None reported,Yes,1950995.00
Toyota,Highlander XLE,2020,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,,34084.00
Honda,Civic LX,2016,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,,15599.00
Jeep,Wrangler Unlimited Sahara,2017,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,None reported,,31331.00
Land,Rover Range Rover Supercharged,2008,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,9900.00
Acura,ILX 2.0L w/Premium Package,2015,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,14500.00
BMW,M6 Base,2016,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gold,Black,,,36800.00
Polestar,2 Launch Edition,2021,,Electric,1-Speed Automatic,Thunder Gray,Charcoal,None reported,,35999.00
BMW,X6 sDrive35i,2016,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,35000.00
Porsche,Cayman S,2014,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,49750.00
Lincoln,Corsair Grand Touring,2021,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Silver,Beige,None reported,Yes,49000.00
Cadillac,DTS Luxury II,2008,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,10500.00
Cadillac,ATS 3.6L Luxury,2016,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,17999.00
GMC,Sierra 1500 SLT,2016,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,27995.00
INFINITI,G37 x,2009,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,8750.00
Ford,Transit-350 XLT,2023,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,78499.00
Cadillac,XTS Luxury,2018,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,20850.00
Nissan,NV Passenger NV3500 HD SL V8,2017,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,41000.00
Mercedes-Benz,GLS 450 Base 4MATIC,2019,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,53800.00
Toyota,Land Cruiser Base,2008,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,37900.00
Toyota,Land Cruiser Base,2016,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63500.00
RAM,ProMaster 2500 Window Van High Roof,2016,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,65000.00
Lamborghini,Gallardo Base,2007,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,100000.00
Lincoln,MKZ Base,2011,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8995.00
Mercedes-Benz,EQS 450 4MATIC,2023,,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,None reported,Yes,105500.00
Lamborghini,Huracan Tecnica Coupe,2023,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,None reported,,359991.00
Alfa,Romeo Giulia Quadrifoglio,2022,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,,75900.00
Chevrolet,Trailblazer LT,2021,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Pacific Blue Metallic,Jet Black,None reported,,23995.00
Toyota,Land Cruiser Base,1993,–,–,A/T,White,Gray,None reported,Yes,29500.00
Lamborghini,Urus Base,2021,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,257000.00
INFINITI,G37 x,2013,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,15000.00
Maserati,Levante S,2017,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,33950.00
Toyota,Highlander Limited,2022,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Wind Chill Pearl,Graphite,None reported,,47498.00
Nissan,Armada SL,2022,Gasoline,5.6 Liter,Automatic,White,Black,None reported,,50998.00
Audi,Q5 Premium,2023,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,–,None reported,,42998.00
Ford,Shelby GT500 Base,2022,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,94999.00
Lincoln,Navigator L Reserve,2019,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Beige,None reported,Yes,46995.00
Mercedes-Benz,EQS 450+ Base,2022,,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,Yes,62479.00
RAM,1500 Laramie,2022,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,47995.00
Lincoln,Town Car Base,2004,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,14900.00
Acura,TLX w/A-Spec Package,2022,Gasoline,2.0 Liter DOHC Turbo,2,Lunar Silver Metallic,Ebony,None reported,,39998.00
Toyota,Camry Hybrid LE,2022,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,None reported,,29999.00
Honda,CR-V EX,2003,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,None reported,Yes,3900.00
Mercedes-Benz,E-Class E 550,2014,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26000.00
Mazda,MX-5 Miata Grand Touring,2007,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,–,At least 1 accident or damage reported,Yes,11000.00
Porsche,718 Boxster Base,2019,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,63000.00
Ford,Transit-350 XLT,2015,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,22500.00
Kia,Sportage SX Turbo,2017,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black Cherry,Black,None reported,Yes,18688.00
INFINITI,G37 S Sport,2010,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,None reported,Yes,16500.00
Nissan,Titan XD S,2019,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Gray,None reported,Yes,27900.00
Audi,S7 2.9T Prestige,2021,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,77500.00
Land,Rover Discovery HSE,2019,Gasoline,3.0 Liter,Automatic,Yulong White,Tan/Ebony,None reported,,43998.00
Ford,Transit-350 XLT,2020,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,Black,Black,None reported,Yes,68000.00
INFINITI,Q70 3.7,2014,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,19995.00
Jeep,Gladiator Rubicon,2022,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,54000.00
Lincoln,MKX Base,2010,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,5900.00
Porsche,911 Carrera 4S,2020,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,Red,Black,None reported,Yes,134999.00
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,34250.00
Porsche,Cayman Base,2014,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,37000.00
Acura,MDX 3.7L Advance,2011,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,12000.00
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,32000.00
Kia,Forte GT-Line,2023,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,24500.00
BMW,M8 Competition,2020,Gasoline,4.4 Liter Twin Turbo,Automatic,Donington Grey Metallic,Black,None reported,,96998.00
Lincoln,MKC Select,2019,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,,26545.00
BMW,i8 Base,2015,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,A/T,White,White,None reported,Yes,86999.00
Toyota,Highlander XLE,2021,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Black,None reported,,34645.00
Mazda,CX-30 Premium Package,2023,Gasoline,2.5L I4 16V,6-Speed Automatic,Platinum Quartz Metallic,Black,None reported,,28535.00
Porsche,Cayenne Platinum Edition,2018,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,43550.00
Lincoln,MKZ Reserve,2017,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,None reported,Yes,27500.00
Tesla,Model 3 Standard Range Plus,2021,,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,31000.00
Porsche,718 Cayman S,2019,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,69000.00
Chevrolet,Corvette Base,2005,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,16000.00
Acura,RSX Type S,2002,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Beige,At least 1 accident or damage reported,Yes,8500.00
Ferrari,Roma Base,2021,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,275000.00
Porsche,Cayman S,2007,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,45000.00
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,Gasoline,6.8L V12 48V GDI DOHC,8-Speed Automatic,Yellow,–,None reported,Yes,488880.00
Audi,SQ7 4.0T,2022,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Matador Red Metallic,Black,None reported,,74900.00
Mercedes-Benz,AMG GLS 63 4MATIC,2022,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,144664.00
Honda,Ridgeline RTL-E,2021,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,38500.00
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,12995.00
Lexus,GX 470 Base,2004,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,10000.00
Lexus,NX 200t Base,2015,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,27000.00
Dodge,Dakota SLT Quad Cab,2007,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,6000.00
Maserati,Ghibli S Q4 GranSport,2020,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Nero,None reported,Yes,52645.00
Land,Rover Discovery Sport SE R-Dynamic,2020,Gasoline,2.0 Liter,Automatic,Fuji White,–,None reported,,35998.00
Aston,Martin DBX Base,2021,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Green,Sahara Tan,None reported,Yes,159500.00
Audi,Q3 45 S line Premium,2022,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Mythos Black Metallic,Black,None reported,,33610.00
Ford,Explorer XLT,2020,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,Yes,28616.00
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,46900.00
Subaru,BRZ Premium,2023,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,29990.00
BMW,640 i,2016,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,28499.00
Kia,Stinger GT2,2020,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,Yes,36500.00
Chevrolet,Bolt EUV Premier,2022,,Electric,1-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,31985.00
Subaru,Forester 2.5 XT,2004,Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gold,Black,At least 1 accident or damage reported,Yes,9999.00
Kia,Sportage X-Pro,2023,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Jungle Green,Black,None reported,,36998.00
BMW,M4 Base,2016,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Orange,At least 1 accident or damage reported,Yes,40500.00
Hyundai,Equus Signature,2013,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17500.00
Mercedes-Benz,AMG E 53 4MATIC,2020,Gasoline,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr","Automatic, 9-Spd 9G-Tronic",BLACK,BLACK,None reported,,69900.00
BMW,M550 i xDrive,2020,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,53000.00
